sID,age,gender,cond,soa,rt,mr,rmv,mre,gameHr,driveHr,compHr,compensation
149,39,1,Com,100,615.473333333333,0,93.5066666666646,16.6300181060445,3,3,5,Money
149,39,1,Vis,Inf,738.243333333333,0,NaN,NaN,3,3,5,Money
150,38,1,Ves,-Inf,981.3,96.6666666666667,NaN,NaN,1,3,5,Money
150,38,1,Com,-100,739.332142857143,6.66666666666667,96.3933333333331,8.38798829233662,1,3,5,Money
150,38,1,Com,-50,708.88,0,67.1666666666668,12.9856260817264,1,3,5,Money
150,38,1,Com,0,667.353333333333,0,64.2933333333337,12.7266228133269,1,3,5,Money
150,38,1,Com,50,686.97,0,70.053333333332,10.1612460276982,1,3,5,Money
150,38,1,Com,100,702.09,0,39.6666666666666,8.18392247636239,1,3,5,Money
150,38,1,Vis,Inf,764.67,0,NaN,NaN,1,3,5,Money
151,79,0,Ves,-Inf,2025.775,86.6666666666667,NaN,NaN,4,3,3,Money
151,79,0,Com,-100,864.966666666667,0,89.1833333333337,19.1141688454614,4,3,3,Money
151,79,0,Com,-50,831.53448275862,3.33333333333333,79.2299999999991,15.6135334140705,4,3,3,Money
151,79,0,Com,0,758.713333333333,0,102.550000000001,21.7310820578679,4,3,3,Money
151,79,0,Com,50,846.396666666667,0,56.7466666666663,12.6856635578293,4,3,3,Money
151,79,0,Com,100,813.773333333333,0,76.6966666666667,16.0510887948518,4,3,3,Money
151,79,0,Vis,Inf,904.742857142857,6.66666666666667,NaN,NaN,4,3,3,Money
152,58,0,Ves,-Inf,1216.41111111111,70,NaN,NaN,1,4,2,Money
152,58,0,Com,-100,748.031034482759,3.33333333333333,67.8466666666656,16.2889862764191,1,4,2,Money
152,58,0,Com,-50,752.848148148148,10,51.9233333333329,4.3347141038571,1,4,2,Money
152,58,0,Com,0,730.983333333333,0,37.4433333333332,11.3315501285359,1,4,2,Money
152,58,0,Com,50,759.977777777778,10,31.7999999999998,-2.4283142073699,1,4,2,Money
152,58,0,Com,100,723.282142857143,6.66666666666667,38.3966666666666,5.99897107912642,1,4,2,Money
152,58,0,Vis,Inf,796.920689655173,3.33333333333333,NaN,NaN,1,4,2,Money
155,40,1,Ves,-Inf,854.38275862069,3.33333333333333,NaN,NaN,3,5,3,Money
155,40,1,Com,-100,555.744827586207,3.33333333333333,99.5033333333333,22.5987045226754,3,5,3,Money
155,40,1,Com,-50,714.86,0,116.336666666668,-3.18964148410474,3,5,3,Money
155,40,1,Com,0,588.73,0,93.6433333333337,8.40641189862524,3,5,3,Money
155,40,1,Com,50,520.27,0,77.2933333333333,19.0572994725897,3,5,3,Money
155,40,1,Com,100,559.78,0,54.3899999999998,12.9104024809546,3,5,3,Money
155,40,1,Vis,Inf,642.763333333333,0,NaN,NaN,3,5,3,Money
156,35,0,Ves,-Inf,1487.8,90,NaN,NaN,3,4,3,Money
156,35,0,Com,-100,779.726666666667,0,102.496666666666,10.5243428501484,3,4,3,Money
156,35,0,Com,-50,749.448275862069,3.33333333333333,79.2866666666669,5.61802202749892,3,4,3,Money
156,35,0,Com,0,663.863333333333,0,104.356666666666,13.9449168654291,3,4,3,Money
156,35,0,Com,50,681.46,0,69.1866666666665,11.6639012755366,3,4,3,Money
156,35,0,Com,100,710.203333333333,0,60.1099999999995,7.937968820215,3,4,3,Money
156,35,0,Vis,Inf,771.44,0,NaN,NaN,3,4,3,Money
157,49,1,Ves,-Inf,791.15,93.3333333333333,NaN,NaN,1,4,4,Money
157,49,1,Com,-100,584.046666666667,0,107.883333333334,15.4184809368875,1,4,4,Money
157,49,1,Com,-50,573.543333333333,0,56.8666666666668,10.4556761764002,1,4,4,Money
157,49,1,Com,0,528.613333333333,0,40.086666666667,10.4824051390316,1,4,4,Money
157,49,1,Com,50,522.073333333333,0,49.9700000000006,11.5899161181796,1,4,4,Money
157,49,1,Com,100,531.596666666667,0,42.5500000000002,9.97719498289623,1,4,4,Money
157,49,1,Vis,Inf,590.513333333333,0,NaN,NaN,1,4,4,Money
158,39,1,Ves,-Inf,1247.35862068966,3.33333333333333,NaN,NaN,1,5,5,Money
158,39,1,Com,-100,833.673333333333,0,81.1466666666669,19.0602807895725,1,5,5,Money
158,39,1,Com,-50,802.096666666667,0,81.8366666666664,18.1528055159873,1,5,5,Money
158,39,1,Com,0,780.986666666667,0,79.2533333333335,16.0222948449777,1,5,5,Money
158,39,1,Com,50,805.436666666667,0,65.266666666666,13.3932424185082,1,5,5,Money
158,39,1,Com,100,898.158620689655,3.33333333333333,13.0533333333333,0.0928241557604656,1,5,5,Money
158,39,1,Vis,Inf,898.993103448276,3.33333333333333,NaN,NaN,1,5,5,Money
159,36,1,Ves,-Inf,1346.9,83.3333333333333,NaN,NaN,3,5,5,Money
159,36,1,Com,-100,720.582142857143,6.66666666666667,98.9566666666669,14.2223046022275,3,5,5,Money
159,36,1,Com,-50,695.764,16.6666666666667,76.0600000000001,1.78163877006922,3,5,5,Money
159,36,1,Com,0,681.664285714286,6.66666666666667,62.9266666666659,8.7127315167832,3,5,5,Money
159,36,1,Com,50,699.642307692308,13.3333333333333,47.7433333333332,-0.90214960449023,3,5,5,Money
159,36,1,Com,100,722.269230769231,13.3333333333333,33.54,-4.16539591234653,3,5,5,Money
159,36,1,Vis,Inf,773.393103448276,3.33333333333333,NaN,NaN,3,5,5,Money
160,59,1,Ves,-Inf,1859.8,53.3333333333333,NaN,NaN,1,4,3,Money
160,59,1,Com,-100,1059.2,0,63.2566666666664,8.77930309867889,1,4,3,Money
160,59,1,Com,-50,998.826666666667,0,66.2599999999998,10.1079371936329,1,4,3,Money
160,59,1,Com,0,1032.31333333333,0,15.1333333333333,2.7165752555428,1,4,3,Money
160,59,1,Com,50,988.633333333333,0,26.4133333333333,6.83290297855764,1,4,3,Money
160,59,1,Com,100,996.203333333333,0,41.7166666666668,6.11951925916153,1,4,3,Money
160,59,1,Vis,Inf,1061.14,0,NaN,NaN,1,4,3,Money
161,56,1,Ves,-Inf,NaN,100,NaN,NaN,1,5,5,Money
161,56,1,Com,-100,744.37,0,97.9733333333331,15.0068508791961,1,5,5,Money
161,56,1,Com,-50,715.136666666667,0,79.6333333333334,13.4007427141358,1,5,5,Money
161,56,1,Com,0,698.39,0,69.7599999999999,9.97808713585975,1,5,5,Money
161,56,1,Com,50,685.15,0,70.8300000000006,11.6847125547822,1,5,5,Money
161,56,1,Com,100,729.863333333333,0,64.9500000000001,5.9211996218957,1,5,5,Money
161,56,1,Vis,Inf,775.8,0,NaN,NaN,1,5,5,Money
162,64,1,Ves,-Inf,1278.4125,20,NaN,NaN,2,5,5,Money
162,64,1,Com,-100,804.689655172414,3.33333333333333,52.5566666666673,11.829573009569,2,5,5,Money
162,64,1,Com,-50,698.726666666667,0,124.083333333334,21.8534355812211,2,5,5,Money
162,64,1,Com,0,680.006666666667,0,102.42,19.4422615968441,2,5,5,Money
162,64,1,Com,50,666.853333333333,0,124.256666666668,21.0004857110138,2,5,5,Money
162,64,1,Com,100,693.21,0,109.986666666667,17.8781141776281,2,5,5,Money
162,64,1,Vis,Inf,844.123333333333,0,NaN,NaN,2,5,5,Money
163,64,1,Ves,-Inf,NaN,100,NaN,NaN,1,3,3,Money
163,64,1,Com,-100,818.933333333333,0,139.613333333333,24.7693755883276,1,3,3,Money
163,64,1,Com,-50,799.046666666667,0,146.873333333333,23.06234076023,1,3,3,Money
163,64,1,Com,0,746.510344827586,3.33333333333333,130.246666666667,21.8814110140087,1,3,3,Money
163,64,1,Com,50,790.703448275862,3.33333333333333,110.623333333333,17.2568228777404,1,3,3,Money
163,64,1,Com,100,767.146666666666,0,118.760000000001,22.3978586385037,1,3,3,Money
163,64,1,Vis,Inf,889.707407407407,10,NaN,NaN,1,3,3,Money
164,35,1,Ves,-Inf,1047.925,20,NaN,NaN,2,3,4,Money
164,35,1,Com,-100,611.063333333333,0,126.996666666667,26.0291494839121,2,3,4,Money
164,35,1,Com,-50,594.063333333333,0,90.1966666666674,23.4539956877668,2,3,4,Money
164,35,1,Com,0,561.646666666667,0,96.2400000000002,22.6474341905925,2,3,4,Money
164,35,1,Com,50,576.923333333333,0,52.8533333333333,20.5434612947949,2,3,4,Money
164,35,1,Com,100,580.79,0,75.9966666666671,20.0109261520663,2,3,4,Money
164,35,1,Vis,Inf,726.086666666667,0,NaN,NaN,2,3,4,Money
165,38,0,Ves,-Inf,764.496551724138,3.33333333333333,NaN,NaN,3,3,5,Money
165,38,0,Com,-100,509.873333333333,0,79.2833333333331,17.996472436217,3,3,5,Money
165,38,0,Com,-50,467.766666666667,0,83.6633333333331,18.1897149786336,3,3,5,Money
165,38,0,Com,0,430.61,0,60.7966666666665,17.4712996147728,3,3,5,Money
165,38,0,Com,50,472.413333333333,0,50.5199999999998,9.45946809258232,3,3,5,Money
165,38,0,Com,100,450.476666666667,0,36.73,13.6637471171845,3,3,5,Money
165,38,0,Vis,Inf,521.77,0,NaN,NaN,3,3,5,Money
166,57,1,Ves,-Inf,1511.28235294118,43.3333333333333,NaN,NaN,1,2,4,Money
166,57,1,Com,-100,717.793103448276,3.33333333333333,196.413333333331,8.38814898329347,1,2,4,Money
166,57,1,Com,-50,674.556666666667,0,81.3666666666666,11.304786115007,1,2,4,Money
166,57,1,Com,0,630.97,0,72.6933333333333,11.1976918746482,1,2,4,Money
166,57,1,Com,50,660.796666666667,0,79.8533333333332,6.99990617376619,1,2,4,Money
166,57,1,Com,100,642.663333333333,0,64.0166666666659,9.5519797335335,1,2,4,Money
166,57,1,Vis,Inf,710.533333333333,0,NaN,NaN,1,2,4,Money
167,34,0,Ves,-Inf,926.737037037037,10,NaN,NaN,3,4,4,Money
167,34,0,Com,-100,598.688888888889,10,141.17666666667,1.82611587112878,3,4,4,Money
167,34,0,Com,-50,549.593103448276,3.33333333333333,62.7699999999998,9.40731539916425,3,4,4,Money
167,34,0,Com,0,517.648275862069,3.33333333333333,51.2533333333331,7.2864147033842,3,4,4,Money
167,34,0,Com,50,554.065517241379,3.33333333333333,67.6366666666666,0.763891259709477,3,4,4,Money
167,34,0,Com,100,585.444827586207,3.33333333333333,188.81,-4.85631168863254,3,4,4,Money
167,34,0,Vis,Inf,577.583333333333,0,NaN,NaN,3,4,4,Money
168,39,0,Ves,-Inf,676.15,40,NaN,NaN,3,5,3,Money
168,39,0,Com,-100,532.923333333333,0,80.7666666666664,19.8940786243248,3,5,3,Money
168,39,0,Com,-50,489.26,0,91.8133333333332,20.4808702907109,3,5,3,Money
168,39,0,Com,0,478.351724137931,3.33333333333333,64.3766666666668,12.4588792718856,3,5,3,Money
168,39,0,Com,50,492.613333333333,0,62.4033333333329,12.8539585569223,3,5,3,Money
168,39,0,Com,100,504.34,0,38.6800000000001,10.7794459317616,3,5,3,Money
168,39,0,Vis,Inf,565.273333333333,0,NaN,NaN,3,5,3,Money
169,56,0,Ves,-Inf,1775.00769230769,56.6666666666667,NaN,NaN,2,5,4,Money
169,56,0,Com,-100,799.823333333333,0,96.6966666666668,10.2139251542603,2,5,4,Money
169,56,0,Com,-50,742.233333333333,0,73.3333333333337,11.7240121628747,2,5,4,Money
169,56,0,Com,0,741.876666666667,0,55.6899999999996,6.18774842671859,2,5,4,Money
169,56,0,Com,50,722.686666666667,0,50.9733333333332,8.61437429133842,2,5,4,Money
169,56,0,Com,100,765.726666666667,0,33.5999999999999,3.17185333181588,2,5,4,Money
169,56,0,Vis,Inf,790.81,0,NaN,NaN,2,5,4,Money
170,54,1,Ves,-Inf,1018.24166666667,20,NaN,NaN,1,4,4,Money
170,54,1,Com,-100,815.943333333333,0,100.766666666666,11.7546117546117,1,4,4,Money
170,54,1,Com,-50,695.33,0,96.0766666666669,20.5000971839521,1,4,4,Money
170,54,1,Com,0,722.346666666667,0,69.0833333333335,12.4035425989029,1,4,4,Money
170,54,1,Com,50,702.95,0,69.6266666666672,14.755708620836,1,4,4,Money
170,54,1,Com,100,757.603333333333,0,42.8033333333333,8.12808976955325,1,4,4,Money
170,54,1,Vis,Inf,824.63,0,NaN,NaN,1,4,4,Money
171,58,1,Ves,-Inf,1100.2962962963,10,NaN,NaN,1,3,4,Money
171,58,1,Com,-100,821.696666666667,0,130,28.2202175736116,1,3,4,Money
171,58,1,Com,-50,879.48,0,109.413333333334,19.6636055830268,1,3,4,Money
171,58,1,Com,0,818.853333333333,0,91.2566666666666,21.6218285772628,1,3,4,Money
171,58,1,Com,50,932.64,0,77.4233333333336,10.7305120220532,1,3,4,Money
171,58,1,Com,100,992.3,0,37.2833333333334,5.02003675532184,1,3,4,Money
171,58,1,Vis,Inf,1044.74666666667,0,NaN,NaN,1,3,4,Money
172,43,0,Ves,-Inf,729.2,83.3333333333333,NaN,NaN,1,3,3,Money
172,43,0,Com,-100,634.74,0,110.633333333334,2.26298689633582,1,3,3,Money
172,43,0,Com,-50,544.586666666667,0,74.9,9.1502577419911,1,3,3,Money
172,43,0,Com,0,498.043333333333,0,48.1000000000002,9.35382300659461,1,3,3,Money
172,43,0,Com,50,522.310344827586,3.33333333333333,159.226666666667,1.65908481292381,1,3,3,Money
172,43,0,Com,100,520.35,0,145.193333333334,5.29390709271922,1,3,3,Money
172,43,0,Vis,Inf,549.436666666667,0,NaN,NaN,1,3,3,Money
173,71,1,Ves,-Inf,1005.86666666667,90,NaN,NaN,1,4,2,Money
173,71,1,Com,-100,730.663333333333,0,116.223333333335,19.5572269888107,1,4,2,Money
173,71,1,Com,-50,681.503333333333,0,113.96,20.598656843513,1,4,2,Money
173,71,1,Com,0,631.916666666667,0,89.5966666666675,21.8217139220123,1,4,2,Money
173,71,1,Com,50,654.241379310345,3.33333333333333,92.6766666666665,16.2687449800083,1,4,2,Money
173,71,1,Com,100,661.28,0,84.3133333333343,18.1889958839746,1,4,2,Money
173,71,1,Vis,Inf,781.358620689655,3.33333333333333,NaN,NaN,1,4,2,Money
174,69,1,Ves,-Inf,1186.66666666667,90,NaN,NaN,2,3,3,Money
174,69,1,Com,-100,743.676666666667,0,118.293333333333,25.491902433393,2,3,3,Money
174,69,1,Com,-50,723.827586206896,3.33333333333333,115.626666666668,21.0236121786994,2,3,3,Money
174,69,1,Com,0,698.396666666667,0,106.900000000001,22.2375207338642,2,3,3,Money
174,69,1,Com,50,691.389655172414,3.33333333333333,111.850000000002,20.3631497618288,2,3,3,Money
174,69,1,Com,100,673.123333333333,0,91.9633333333334,25.0515620274741,2,3,3,Money
174,69,1,Vis,Inf,808.303703703704,10,NaN,NaN,2,3,3,Money
175,52,1,Ves,-Inf,1573.85,80,NaN,NaN,1,3,2,Money
175,52,1,Com,-100,939.025925925926,10,91.693333333333,12.2347439946084,1,3,2,Money
175,52,1,Com,-50,984.72,0,85.463333333333,13.5307909133218,1,3,2,Money
175,52,1,Com,0,894.755172413793,3.33333333333333,120.653333333335,14.9889513277109,1,3,2,Money
175,52,1,Com,50,958.653571428572,6.66666666666667,68.2466666666662,5.66500798756325,1,3,2,Money
175,52,1,Com,100,906.310714285714,6.66666666666667,124.736666666669,10.8157351716506,1,3,2,Money
175,52,1,Vis,Inf,1088.81,0,NaN,NaN,1,3,2,Money
176,40,1,Ves,-Inf,1203.32631578947,36.6666666666667,NaN,NaN,1,1,3,Money
176,40,1,Com,-100,954.603333333333,0,34.8399999999996,11.3511488898038,1,1,3,Money
176,40,1,Com,-50,897.113333333333,0,69.9466666666654,12.6332977331675,1,1,3,Money
176,40,1,Com,0,888.4,0,35.5799999999996,9.05337296238535,1,1,3,Money
176,40,1,Com,50,844.293333333333,0,80.5599999999985,13.5686279862549,1,1,3,Money
176,40,1,Com,100,912.313333333333,0,37.7133333333334,6.60533490757579,1,1,3,Money
176,40,1,Vis,Inf,976.836666666666,0,NaN,NaN,1,1,3,Money
177,73,1,Ves,-Inf,1334.84,83.3333333333333,NaN,NaN,1,4,4,Money
177,73,1,Com,-100,853.023333333333,0,63.1833333333326,7.89066644069217,1,4,4,Money
177,73,1,Com,-50,714.173333333333,0,113.103333333335,18.4825477052312,1,4,4,Money
177,73,1,Com,0,746.866666666667,0,62.4499999999995,9.59110892327061,1,4,4,Money
177,73,1,Com,50,659.49,0,86.5866666666672,20.1681341031077,1,4,4,Money
177,73,1,Com,100,770.903333333333,0,33.5866666666663,6.6814485039441,1,4,4,Money
177,73,1,Vis,Inf,798.562068965517,3.33333333333333,NaN,NaN,1,4,4,Money
178,62,0,Ves,-Inf,1219.57058823529,43.3333333333333,NaN,NaN,2,4,3,Money
178,62,0,Com,-100,771.556666666667,0,57.7966666666661,8.50057911776452,2,4,3,Money
178,62,0,Com,-50,746.44,0,52.7066666666666,5.89945833736044,2,4,3,Money
178,62,0,Com,0,661.33,0,56.7633333333333,11.0202672096371,2,4,3,Money
178,62,0,Com,50,659.446666666667,0,34.8333333333333,11.2736633912033,2,4,3,Money
178,62,0,Com,100,719.786666666667,0,81.6333333333337,3.15511882711207,2,4,3,Money
178,62,0,Vis,Inf,743.236666666667,0,NaN,NaN,2,4,3,Money
179,45,1,Ves,-Inf,1235.47391304348,23.3333333333333,NaN,NaN,1,3,3,Money
179,45,1,Com,-100,783.7,0,75.9333333333334,18.3277173724251,1,3,3,Money
179,45,1,Com,-50,781.716666666667,0,67.4533333333338,14.0561439513321,1,3,3,Money
179,45,1,Com,0,773.153333333333,0,45.47,10.053127544887,1,3,3,Money
179,45,1,Com,50,776.25,0,56.6733333333332,9.69286849963162,1,3,3,Money
179,45,1,Com,100,780.353333333334,0,61.506666666666,9.21549618024584,1,3,3,Money
179,45,1,Vis,Inf,859.566666666667,0,NaN,NaN,1,3,3,Money
180,41,0,Ves,-Inf,1251.728,16.6666666666667,NaN,NaN,2,5,5,Money
180,41,0,Com,-100,846.876666666667,0,98.5633333333331,12.2019407544614,2,5,5,Money
180,41,0,Com,-50,785.223333333333,0,107.903333333334,14.1432070327876,2,5,5,Money
180,41,0,Com,0,775.84,0,77.6866666666656,10.2632512376047,2,5,5,Money
180,41,0,Com,50,779.25,0,80.2833333333328,9.86883703715129,2,5,5,Money
180,41,0,Com,100,811.546666666667,0,42.0500000000004,6.13327575837023,2,5,5,Money
180,41,0,Vis,Inf,864.573333333333,0,NaN,NaN,2,5,5,Money
181,57,1,Ves,-Inf,NaN,100,NaN,NaN,1,3,2,Money
181,57,1,Com,-100,1094.42413793103,3.33333333333333,14.23,7.90384421935576,1,3,2,Money
181,57,1,Com,-50,1076.20333333333,0,14.6733333333333,8.74428034557556,1,3,2,Money
181,57,1,Com,0,965.555172413793,3.33333333333333,42.7766666666667,11.5535017120043,1,3,2,Money
181,57,1,Com,50,1011.56666666667,0,40.45,10.4274781243902,1,3,2,Money
181,57,1,Com,100,1107.43333333333,0,7.58666666666667,1.93864651288813,1,3,2,Money
181,57,1,Vis,Inf,1091.68275862069,3.33333333333333,NaN,NaN,1,3,2,Money
182,66,0,Ves,-Inf,1620.4,96.6666666666667,NaN,NaN,1,3,4,Money
182,66,0,Com,-100,1021.39666666667,0,31.5233333333329,3.81499704202196,1,3,4,Money
182,66,0,Com,-50,961,3.33333333333333,45.846666666667,1.75613825843257,1,3,4,Money
182,66,0,Com,0,923.556666666667,0,5.22999999999999,3.9870505316464,1,3,4,Money
182,66,0,Com,50,851.36,0,55.1033333333341,11.4926158733691,1,3,4,Money
182,66,0,Com,100,933.189655172414,3.33333333333333,13.0333333333333,-0.359718900076011,1,3,4,Money
182,66,0,Vis,Inf,929.844827586207,3.33333333333333,NaN,NaN,1,3,4,Money
183,39,1,Ves,-Inf,1021.1,56.6666666666667,NaN,NaN,2,5,5,Money
183,39,1,Com,-100,711.25,0,81.9166666666676,15.9365076863678,2,5,5,Money
183,39,1,Com,-50,723.58,0,56.0733333333331,9.1078860760554,2,5,5,Money
183,39,1,Com,0,639.8,0,62.4299999999996,14.2458874304147,2,5,5,Money
183,39,1,Com,50,646.796666666667,0,76.9899999999986,13.3081054033044,2,5,5,Money
183,39,1,Com,100,722.316666666666,0,10.43,3.18595694870125,2,5,5,Money
183,39,1,Vis,Inf,746.086666666667,0,NaN,NaN,2,5,5,Money
184,18,0,Ves,-Inf,1702.52083333333,20,NaN,NaN,1,2,4,Credit
184,18,0,Com,-100,985.793333333333,0,132.279999999999,19.4378536229239,1,2,4,Credit
184,18,0,Com,-50,1054.80333333333,0,68.1399999999994,10.1257338260062,1,2,4,Credit
184,18,0,Com,0,1038.69333333333,0,47.2766666666666,7.56022818628687,1,2,4,Credit
184,18,0,Com,50,1018.58666666667,0,66.3299999999999,9.34964535009628,1,2,4,Credit
184,18,0,Com,100,1035.14,0,61.5699999999997,7.87646139196008,1,2,4,Credit
184,18,0,Vis,Inf,1123.64333333333,0,NaN,NaN,1,2,4,Credit
185,19,0,Ves,-Inf,946.506896551724,3.33333333333333,NaN,NaN,3,1,5,Credit
185,19,0,Com,-100,584.47,0,91.983333333333,14.9168777476927,3,1,5,Credit
185,19,0,Com,-50,534.993333333333,0,86.6200000000001,16.005693890581,3,1,5,Credit
185,19,0,Com,0,513.773333333333,0,61.6466666666667,12.4657829874718,3,1,5,Credit
185,19,0,Com,50,514.683333333333,0,58.8900000000002,12.3107415863064,3,1,5,Credit
185,19,0,Com,100,544.693333333333,0,25.6100000000001,7.19778285117163,3,1,5,Credit
185,19,0,Vis,Inf,586.94,0,NaN,NaN,3,1,5,Credit
186,18,0,Ves,-Inf,1097.89642857143,6.66666666666667,NaN,NaN,3,0,5,Credit
186,18,0,Com,-100,620.14,0,96.3733333333332,21.3685545224007,3,0,5,Credit
186,18,0,Com,-50,623.663333333333,0,72.1599999999998,15.5690433212996,3,0,5,Credit
186,18,0,Com,0,587.473333333333,0,79.3033333333334,14.6940948693127,3,0,5,Credit
186,18,0,Com,50,602.966666666667,0,69.8066666666661,12.4443368828654,3,0,5,Credit
186,18,0,Com,100,623.673333333333,0,44.4733333333337,9.43756050338819,3,0,5,Credit
186,18,0,Vis,Inf,688.666666666667,0,NaN,NaN,3,0,5,Credit
187,18,1,Ves,-Inf,1039.55833333333,20,NaN,NaN,1,2,3,Credit
187,18,1,Com,-100,815.08,0,59.8166666666664,12.449560500546,1,2,3,Credit
187,18,1,Com,-50,776.476666666667,0,78.7333333333335,11.8625021283036,1,2,3,Credit
187,18,1,Com,0,741.59,0,70.8333333333334,10.7575362522313,1,2,3,Credit
187,18,1,Com,50,739.120689655173,3.33333333333333,68.8799999999998,7.98761186689148,1,2,3,Credit
187,18,1,Com,100,814.02,0,36.24,2.04135662568442,1,2,3,Credit
187,18,1,Vis,Inf,830.983333333333,0,NaN,NaN,1,2,3,Credit
188,17,1,Ves,-Inf,991.89,0,NaN,NaN,1,2,3,Credit
188,17,1,Com,-100,670.056666666667,0,54.7133333333334,18.7780565757947,1,2,3,Credit
188,17,1,Com,-50,696.446666666667,0,43.1600000000002,10.1324352340521,1,2,3,Credit
188,17,1,Com,0,629.796666666667,0,33.7433333333333,13.1278995452685,1,2,3,Credit
188,17,1,Com,50,663.926666666667,0,20.1600000000001,8.42011853364047,1,2,3,Credit
188,17,1,Com,100,657.13,0,28.1266666666667,9.35762859152793,1,2,3,Credit
188,17,1,Vis,Inf,724.97,0,NaN,NaN,1,2,3,Credit
189,18,1,Ves,-Inf,1445.95,40,NaN,NaN,1,4,4,Credit
189,18,1,Com,-100,649.407142857143,6.66666666666667,49.6966666666665,9.35553768336533,1,4,4,Credit
189,18,1,Com,-50,611.896666666667,0,70.8566666666665,14.7309676670151,1,4,4,Credit
189,18,1,Com,0,655.868965517242,3.33333333333333,46.54,-1.62940046421265,1,4,4,Credit
189,18,1,Com,50,569.123333333333,0,58.183333333333,14.7517609087181,1,4,4,Credit
189,18,1,Com,100,631.21,0,6.50999999999999,5.45188038303113,1,4,4,Credit
189,18,1,Vis,Inf,623.1,6.66666666666667,NaN,NaN,1,4,4,Credit
190,25,1,Ves,-Inf,1182.58695652174,23.3333333333333,NaN,NaN,1,3,5,Credit
190,25,1,Com,-100,962.093333333333,0,37.5300000000002,12.0095603343678,1,3,5,Credit
190,25,1,Com,-50,908.77,0,56.4699999999998,12.9035658835481,1,3,5,Credit
190,25,1,Com,0,872.003333333333,0,55.0333333333331,12.2209098657146,1,3,5,Credit
190,25,1,Com,50,896.13,0,43.7166666666668,9.79223010381786,1,3,5,Credit
190,25,1,Com,100,902.663333333333,0,43.8066666666667,9.13456053579937,1,3,5,Credit
190,25,1,Vis,Inf,993.406666666667,0,NaN,NaN,1,3,5,Credit
191,21,0,Ves,-Inf,1156.22727272727,26.6666666666667,NaN,NaN,4,1,5,Credit
191,21,0,Com,-100,843.16,0,67.4133333333328,11.2363493444878,4,1,5,Credit
191,21,0,Com,-50,814.56,0,52.1733333333333,9.48260534581877,4,1,5,Credit
191,21,0,Com,0,772.483333333333,0,68.103333333333,9.10820181356091,4,1,5,Credit
191,21,0,Com,50,805.2,0,33.81,5.25869913087132,4,1,5,Credit
191,21,0,Com,100,755.69,0,81.006666666666,11.0841360484453,4,1,5,Credit
191,21,0,Vis,Inf,849.893333333333,0,NaN,NaN,4,1,5,Credit
192,18,0,Ves,-Inf,1140.4619047619,30,NaN,NaN,2,2,5,Credit
192,18,0,Com,-100,624.83,0,57.513333333333,13.4732294114117,2,2,5,Credit
192,18,0,Com,-50,658.493333333333,0,50.7833333333332,2.02790162519776,2,2,5,Credit
192,18,0,Com,0,529.14,0,57.6333333333329,14.9461253663529,2,2,5,Credit
192,18,0,Com,50,545.226666666667,0,56.9266666666665,12.3603572710663,2,2,5,Credit
192,18,0,Com,100,597,0,22.7133333333335,4.03832037591689,2,2,5,Credit
192,18,0,Vis,Inf,622.123333333333,0,NaN,NaN,2,2,5,Credit
